N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,36,0,434
2,0,21,0,449
3,0,12,0,458
4,0,11,0,459
5,0,10,0,460
6,0,10,0,460
7,0,8,0,462
8,0,7,0,463
9,0,6,0,464
10,0,5,0,465
11,0,5,0,465
12,0,3,0,467
13,0,2,0,468
14,0,2,0,468
15,0,2,0,468
16,0,2,0,468
17,0,2,0,468
18,0,2,0,468
19,0,2,0,468
20,0,1,0,469
21,0,1,0,469
22,0,1,0,469
23,0,1,0,469
24,0,1,0,469
25,0,1,0,469
26,0,1,0,469
27,0,1,0,469
28,0,1,0,469
29,0,1,0,469
30,0,1,0,469
31,0,1,0,469
32,0,1,0,469
33,0,1,0,469
34,0,0,0,470
35,0,0,0,470
36,0,0,0,470
37,0,0,0,470
38,0,0,0,470
39,0,0,0,470
40,0,0,0,470
41,0,0,0,470
42,0,0,0,470
43,0,0,0,470
44,0,0,0,470
45,0,0,0,470
46,0,0,0,470
47,0,0,0,470
48,0,0,0,470
49,0,0,0,470
50,0,0,0,470
51,0,0,0,470
