N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,185,0,285
2,0,109,0,361
3,0,81,0,389
4,0,59,0,411
5,0,46,0,424
6,0,37,0,433
7,0,33,0,437
8,0,26,0,444
9,0,17,0,453
10,0,11,0,459
11,0,10,0,460
12,0,7,0,463
13,0,5,0,465
14,0,4,0,466
15,0,4,0,466
16,0,3,0,467
17,0,3,0,467
18,0,3,0,467
19,0,3,0,467
20,0,3,0,467
21,0,3,0,467
22,0,2,0,468
23,0,2,0,468
24,0,2,0,468
25,0,0,0,470
26,0,0,0,470
27,0,0,0,470
28,0,0,0,470
29,0,0,0,470
30,0,0,0,470
31,0,0,0,470
32,0,0,0,470
33,0,0,0,470
34,0,0,0,470
35,0,0,0,470
36,0,0,0,470
37,0,0,0,470
38,0,0,0,470
39,0,0,0,470
40,0,0,0,470
41,0,0,0,470
42,0,0,0,470
43,0,0,0,470
44,0,0,0,470
45,0,0,0,470
46,0,0,0,470
47,0,0,0,470
48,0,0,0,470
49,0,0,0,470
50,0,0,0,470
51,0,0,0,470
