N. OF MEMBERS (AT LEAST) EXCEEDING VRE,HITS,FALSE ALARMS,MISSES,CORRECT NEGATIVES
0,0,470,0,0
1,0,122,0,348
2,0,82,0,388
3,0,66,0,404
4,0,53,0,417
5,0,43,0,427
6,0,41,0,429
7,0,36,0,434
8,0,29,0,441
9,0,24,0,446
10,0,18,0,452
11,0,17,0,453
12,0,16,0,454
13,0,14,0,456
14,0,11,0,459
15,0,8,0,462
16,0,7,0,463
17,0,5,0,465
18,0,4,0,466
19,0,3,0,467
20,0,2,0,468
21,0,2,0,468
22,0,1,0,469
23,0,0,0,470
24,0,0,0,470
25,0,0,0,470
26,0,0,0,470
27,0,0,0,470
28,0,0,0,470
29,0,0,0,470
30,0,0,0,470
31,0,0,0,470
32,0,0,0,470
33,0,0,0,470
34,0,0,0,470
35,0,0,0,470
36,0,0,0,470
37,0,0,0,470
38,0,0,0,470
39,0,0,0,470
40,0,0,0,470
41,0,0,0,470
42,0,0,0,470
43,0,0,0,470
44,0,0,0,470
45,0,0,0,470
46,0,0,0,470
47,0,0,0,470
48,0,0,0,470
49,0,0,0,470
50,0,0,0,470
51,0,0,0,470
